workoutid,userid,date,sessiontag,total_sets,total_reps,volume_kg,sRPE
31846,186,2027-09-13,Pull,6,48,2830.5,9.0
31847,186,2027-09-16,Legs,7,34,2493.5,8.71
31848,186,2027-09-18,Push,4,32,1599.25,9.12
31849,186,2027-09-19,Pull,7,76,4077.75,8.58
31850,186,2027-09-20,Legs,6,41,2911.0,8.83
31851,186,2027-09-23,Push,11,115,5363.5,8.55
31852,186,2027-09-25,Pull,9,80,4146.0,8.67
31853,186,2027-09-26,Legs,7,48,3517.75,8.86
31854,186,2027-09-27,Push,15,137,6837.25,8.43
31855,186,2027-09-28,Pull,4,45,2305.25,8.25
31856,186,2027-09-30,Legs,8,48,3316.5,8.94
31858,186,2027-10-03,Pull,4,41,2334.75,8.25
31859,186,2027-10-04,Legs,9,59,4628.5,8.56
31860,186,2027-10-05,Push,9,75,3794.75,8.67
31861,186,2027-10-07,Pull,6,67,3365.5,8.58
31862,186,2027-10-08,Legs,5,42,2828.25,8.6
31863,186,2027-10-10,Push,8,61,3307.75,9.12
31864,186,2027-10-11,Pull,7,55,3256.75,8.75
31865,186,2027-10-12,Legs,9,65,4331.0,8.69
31866,186,2027-10-14,Push,9,81,4226.5,8.56
31867,186,2027-10-15,Pull,4,45,2226.75,8.12
31868,186,2027-10-17,Legs,8,59,4384.75,8.62
31869,186,2027-10-18,Push,6,50,2814.5,8.5
31870,186,2027-10-20,Pull,7,83,4392.5,8.36
31871,186,2027-10-22,Legs,12,80,5535.0,8.62
31872,186,2027-10-25,Push,12,111,5617.75,8.71
31873,186,2027-10-26,Pull,4,33,1784.75,8.62
31875,186,2027-10-29,Push,9,75,4059.25,8.61
31876,186,2027-10-31,Pull,4,38,2252.5,7.88
31877,186,2027-11-01,Legs,5,25,1967.25,8.3
31878,186,2027-11-02,Push,9,83,4438.0,8.72
31879,186,2027-11-05,Pull,6,68,3641.5,8.58
31880,186,2027-11-07,Legs,6,47,3236.75,8.5
31881,186,2027-11-08,Push,9,90,4577.75,8.25
31882,186,2027-11-11,Pull,7,65,3195.25,8.79
31883,186,2027-11-13,Legs,12,59,4349.0,8.79
31884,186,2027-11-14,Push,9,71,3679.0,8.5
31885,186,2027-11-15,Pull,7,68,3323.5,8.43
31886,186,2027-11-16,Legs,8,55,4118.0,8.75
31887,186,2027-11-18,Push,8,74,3971.0,8.69
31888,186,2027-11-19,Pull,4,42,2121.5,8.62
31889,186,2027-11-21,Legs,5,29,1726.5,9.2
31890,186,2027-11-22,Push,6,63,3254.5,8.5
31891,186,2027-11-23,Pull,8,86,4525.5,8.19
31892,186,2027-11-25,Legs,6,49,3331.25,8.83
31893,186,2027-11-26,Push,9,82,4309.5,8.33
31894,186,2027-11-28,Pull,6,56,3127.0,8.08
31895,186,2027-11-29,Legs,9,58,4115.75,8.94
31896,186,2027-11-30,Push,9,79,4356.5,8.61
31897,186,2027-12-02,Pull,4,45,2302.0,8.5
31898,186,2027-12-03,Legs,9,62,4604.25,8.5
31899,186,2027-12-06,Push,8,92,4493.75,8.06
31900,186,2027-12-07,Pull,6,62,3435.75,8.58
31901,186,2027-12-08,Legs,7,39,2930.25,9.29
31903,186,2027-12-10,Pull,5,56,3067.75,8.6
31904,186,2027-12-12,Legs,11,83,6034.25,8.85
31905,186,2027-12-13,Push,14,143,7235.5,8.25
31906,186,2027-12-14,Pull,13,115,6484.25,8.58
31907,186,2027-12-16,Legs,11,65,4602.25,8.91
31908,186,2027-12-17,Push,7,56,2923.75,8.57
31909,186,2027-12-19,Pull,7,77,3793.0,8.43
31910,186,2027-12-20,Legs,6,54,3655.0,8.17
31911,186,2027-12-21,Push,7,63,3488.5,8.29
31912,187,2025-04-17,Push,17,166,7290.75,7.25
31913,187,2025-04-19,Pull,11,110,5379.75,7.41
31914,187,2025-04-22,Legs,14,101,6120.25,7.81
31915,187,2025-04-23,Push,6,55,2437.0,7.5
31916,187,2025-04-24,Pull,6,61,2877.5,7.1
31917,187,2025-04-25,Legs,9,59,3475.0,7.94
31918,187,2025-04-29,Push,7,85,3602.5,7.57
31919,187,2025-04-30,Pull,3,35,1677.5,6.33
31920,187,2025-05-01,Legs,8,28,1766.75,8.44
31921,187,2025-05-02,Push,10,92,3846.5,7.85
31922,187,2025-05-06,Pull,7,75,3348.0,7.14
31923,187,2025-05-07,Legs,12,101,5910.75,7.42
31924,187,2025-05-09,Push,12,93,4267.75,7.75
31925,187,2025-05-13,Pull,5,44,2102.75,7.8
31926,187,2025-05-15,Legs,8,59,3535.25,7.81
31927,187,2025-05-20,Push,9,75,3128.75,7.56
31928,187,2025-05-21,Pull,6,59,2860.0,7.5
31929,187,2025-05-22,Legs,9,53,3166.75,7.94
31930,187,2025-05-23,Push,8,79,3341.25,7.43
31931,187,2025-05-26,Pull,4,36,1665.0,7.75
31932,187,2025-05-28,Legs,10,36,2240.25,8.25
31933,187,2025-05-29,Push,6,49,2089.75,7.67
31934,187,2025-05-30,Pull,6,63,2977.0,7.17
31935,187,2025-06-03,Legs,6,40,2357.25,7.5
31936,187,2025-06-04,Push,7,79,3178.5,7.64
31937,187,2025-06-05,Pull,5,36,1961.75,8.2
31938,187,2025-06-10,Legs,12,66,3788.75,8.04
31939,187,2025-06-12,Push,8,67,3131.25,7.56
31940,187,2025-06-13,Pull,6,54,2663.0,7.67
31941,187,2025-06-17,Legs,9,78,4559.75,7.69
31942,187,2025-06-18,Push,7,55,2765.5,7.86
31943,187,2025-06-20,Pull,12,119,5211.25,7.62
31944,187,2025-06-24,Legs,14,92,5499.5,7.61
31945,187,2025-06-25,Push,16,146,5962.5,7.47
31946,187,2025-06-26,Pull,10,104,5063.5,7.7
31947,187,2025-06-27,Legs,8,49,2818.0,8.06
31948,187,2025-07-01,Push,8,70,2899.0,7.44
31950,187,2025-07-03,Legs,9,55,3241.75,7.56
31951,187,2025-07-04,Push,10,85,3647.0,7.75
31952,187,2025-07-09,Pull,7,83,3790.75,7.21
31953,187,2025-07-10,Legs,8,79,4480.0,7.19
31954,187,2025-07-11,Push,8,83,3168.5,7.5
31955,187,2025-07-14,Pull,6,62,2966.75,7.42
31956,187,2025-07-16,Legs,8,62,3731.75,7.69
31957,187,2025-07-17,Push,9,78,3816.0,7.89
31958,187,2025-07-18,Pull,7,69,3338.25,7.71
31959,187,2025-07-22,Legs,7,48,2953.25,8.07
31960,187,2025-07-23,Push,9,113,4414.5,7.22
31961,187,2025-07-25,Pull,13,143,6793.25,7.65
31962,187,2025-07-29,Legs,9,47,2898.75,7.78
31963,187,2025-07-30,Push,17,151,6440.5,7.74
31965,187,2025-08-05,Legs,7,48,2768.75,7.71
31966,187,2025-08-07,Push,8,76,3467.5,7.38
31967,187,2025-08-08,Pull,5,52,2546.0,7.5
31968,187,2025-08-12,Legs,8,61,3658.5,8.0
31970,187,2025-08-14,Pull,8,78,4136.75,7.56
31971,187,2025-08-15,Legs,8,67,4000.75,7.81
31972,187,2025-08-19,Push,19,183,8639.25,7.66
31973,187,2025-08-20,Pull,9,95,4606.75,7.62
31974,187,2025-08-21,Legs,9,52,3212.25,8.17
31975,187,2025-08-22,Push,16,155,6473.5,7.44
31976,187,2025-08-26,Pull,8,89,3956.0,7.44
31977,187,2025-08-27,Legs,8,50,3047.75,8.0
31978,187,2025-08-28,Push,8,83,3685.25,7.38
31979,187,2025-08-30,Pull,7,54,2611.75,7.43
31981,187,2025-09-02,Push,10,95,4425.75,7.2
31982,187,2025-09-04,Pull,7,85,4167.25,7.43
31983,187,2025-09-09,Legs,10,74,4340.0,7.8
31984,187,2025-09-10,Push,10,92,3835.25,7.45
31985,187,2025-09-12,Pull,10,110,5513.0,7.4
31986,187,2025-09-16,Legs,13,93,5466.25,7.81
31987,187,2025-09-17,Push,11,84,3896.0,7.5
31988,187,2025-09-18,Pull,8,73,3602.25,8.0
31989,187,2025-09-19,Legs,8,61,3625.25,7.94
31990,187,2025-09-23,Push,6,69,2766.0,7.42
31991,187,2025-09-24,Pull,6,65,3099.5,7.58
31992,187,2025-09-25,Legs,10,59,3653.25,7.75
31993,187,2025-09-26,Push,10,74,3214.5,7.55
31994,187,2025-09-30,Pull,7,76,3650.75,7.43
31995,187,2025-10-01,Legs,9,80,4589.0,7.64
31996,187,2025-10-02,Push,7,55,2663.25,7.5
31997,187,2025-10-04,Pull,13,135,6349.5,7.21
31998,187,2025-10-07,Legs,4,38,2193.5,7.88
31999,187,2025-10-08,Push,7,61,2634.0,7.64
32001,187,2025-10-10,Legs,8,43,2731.75,7.69
32002,187,2025-10-15,Push,16,140,6440.75,7.43
32003,187,2025-10-16,Pull,8,86,4195.75,7.25
32005,187,2025-10-21,Push,15,135,5693.25,7.6
32006,187,2025-10-23,Pull,8,91,4624.0,7.31
32008,187,2025-10-30,Push,8,71,3332.25,7.5
32010,187,2025-11-04,Legs,13,70,4154.25,7.85
32011,187,2025-11-06,Push,10,84,4078.25,7.65
32012,187,2025-11-07,Pull,5,49,2708.5,7.5
32013,187,2025-11-11,Legs,7,42,2661.75,7.93
32014,187,2025-11-13,Push,8,89,3947.5,7.5
32015,187,2025-11-14,Pull,6,66,3396.75,7.5
32016,187,2025-11-18,Legs,13,92,5201.5,7.73
32017,187,2025-11-19,Push,11,91,4003.5,7.86
32018,187,2025-11-20,Pull,6,62,3186.5,7.67
32020,187,2025-11-24,Push,9,60,2753.25,8.17
32021,187,2025-11-26,Pull,6,51,2888.75,7.17
32022,187,2025-11-28,Legs,13,75,4880.25,8.19
32023,187,2025-12-01,Push,15,155,7105.0,7.6
32024,187,2025-12-03,Pull,10,89,4357.0,7.4
32025,187,2025-12-04,Legs,10,58,3667.75,8.0
32026,187,2025-12-05,Push,7,49,2499.5,7.71
32027,187,2025-12-09,Pull,7,73,3164.5,8.0
32028,187,2025-12-11,Legs,7,44,2781.75,8.0
32030,187,2025-12-17,Pull,8,69,3932.5,8.19
32031,187,2025-12-18,Legs,17,103,6264.25,7.76
32033,187,2025-12-22,Pull,5,63,3150.0,7.2
32034,187,2025-12-23,Legs,7,29,1956.5,7.64
32035,187,2025-12-25,Push,7,59,2851.25,7.93
32036,187,2025-12-30,Pull,10,64,3480.75,7.85
32037,187,2026-01-01,Legs,14,108,6293.0,7.93
32038,187,2026-01-02,Push,15,141,6632.0,7.3
32039,187,2026-01-06,Pull,12,131,6495.5,7.75
32040,187,2026-01-07,Legs,6,55,3180.5,7.5
32041,187,2026-01-08,Push,6,69,3213.25,7.1
32042,187,2026-01-09,Pull,6,72,3685.0,7.58
32043,187,2026-01-12,Legs,9,58,3701.0,7.94
32044,187,2026-01-15,Push,10,107,4785.25,7.7
32045,187,2026-01-19,Pull,5,56,2806.5,6.8
32046,187,2026-01-21,Legs,7,52,3100.5,8.0
32047,187,2026-01-23,Push,9,72,3476.75,7.5
32048,187,2026-01-27,Pull,6,57,3125.75,7.42
32049,187,2026-01-28,Legs,8,64,3755.0,7.56
32050,187,2026-01-29,Push,9,76,3506.5,7.44
32051,187,2026-01-30,Pull,4,40,2152.75,7.5
32052,187,2026-02-02,Legs,9,69,4257.75,7.44
32053,187,2026-02-04,Push,14,145,6615.25,7.32
32054,187,2026-02-06,Pull,11,128,6362.75,7.55
32055,187,2026-02-09,Legs,12,66,4388.75,7.88
32056,187,2026-02-11,Push,16,152,7190.0,7.56
32057,187,2026-02-13,Pull,9,76,3617.5,7.72
32058,187,2026-02-18,Legs,7,53,3239.5,7.86
32059,187,2026-02-19,Push,6,53,2566.75,7.6
32060,187,2026-02-20,Pull,6,55,2996.25,8.08
32061,187,2026-02-24,Legs,9,72,4638.5,7.61
32062,187,2026-02-25,Push,6,60,2885.75,7.33
32063,187,2026-02-27,Pull,6,65,3675.5,7.42
32064,187,2026-03-03,Legs,6,43,2582.25,7.75
32065,187,2026-03-05,Push,8,76,3635.5,7.38
32066,187,2026-03-06,Pull,4,35,1843.5,7.62
32067,187,2026-03-10,Legs,11,73,5073.75,8.05
32070,187,2026-03-13,Legs,15,119,7611.5,7.79
32071,187,2026-03-18,Push,9,86,4098.0,7.75
32072,187,2026-03-19,Pull,6,51,2669.75,7.75
32073,187,2026-03-20,Legs,7,54,3429.5,7.79
32074,187,2026-03-25,Push,12,98,4937.0,8.04
32075,187,2026-03-26,Pull,12,93,5484.0,7.62
32077,187,2026-04-01,Push,13,132,6369.75,7.54
32078,187,2026-04-02,Pull,10,89,4958.25,7.65
32079,187,2026-04-03,Legs,7,62,3852.75,7.29
32080,187,2026-04-07,Push,8,88,4402.25,7.62
32081,187,2026-04-09,Pull,6,58,3099.25,7.5
32082,187,2026-04-14,Legs,8,63,3863.25,7.75
32083,187,2026-04-15,Push,16,135,6882.75,7.69
32084,187,2026-04-16,Pull,10,101,5467.5,7.7
32085,187,2026-04-17,Legs,11,70,4642.5,7.82
32086,187,2026-04-21,Push,8,83,3959.0,7.19
32087,187,2026-04-22,Pull,7,70,3951.75,7.36
32088,187,2026-04-24,Legs,9,44,3109.5,7.83
32089,187,2026-04-28,Push,10,97,4691.5,7.25
32090,187,2026-04-29,Pull,6,67,3424.25,7.25
32091,187,2026-05-01,Legs,9,48,3185.25,8.17
32092,187,2026-05-05,Push,15,139,6339.25,7.53
32093,187,2026-05-07,Pull,6,50,2870.25,7.75
32094,187,2026-05-09,Legs,8,59,3773.0,8.12
32095,187,2026-05-11,Push,6,71,3458.75,7.5
32096,187,2026-05-12,Pull,4,48,2410.75,7.12
32097,187,2026-05-14,Legs,6,47,3112.0,7.92
32098,187,2026-05-19,Push,8,77,3890.0,7.62
32099,187,2026-05-20,Pull,11,119,6166.75,7.64
32101,187,2026-05-22,Push,15,134,6387.75,7.57
32102,187,2026-05-26,Pull,10,95,5360.5,7.7
32103,187,2026-05-27,Legs,7,56,3540.0,7.79
32104,187,2026-05-28,Push,8,59,3367.0,7.93
32105,187,2026-06-01,Pull,4,46,2494.5,7.75
32106,187,2026-06-03,Legs,8,43,2915.0,8.56
32107,187,2026-06-04,Push,6,54,3208.75,7.5
32108,187,2026-06-09,Pull,6,59,3275.25,7.83
32109,187,2026-06-11,Legs,8,57,3739.25,7.5
32110,187,2026-06-16,Push,13,114,6018.75,7.88
32111,187,2026-06-17,Pull,6,51,3219.75,7.83
32113,187,2026-06-19,Push,7,80,3748.75,7.14
32114,187,2026-06-24,Pull,5,59,2970.5,7.2
32115,187,2026-06-25,Legs,5,34,2316.5,7.1
32116,187,2026-06-30,Push,14,116,6187.0,7.46
32118,187,2026-07-02,Legs,8,51,3532.25,8.0
32119,187,2026-07-04,Push,9,88,4592.0,7.78
32120,187,2026-07-07,Pull,5,42,2514.75,7.25
32121,187,2026-07-08,Legs,9,63,4326.75,7.69
32122,187,2026-07-09,Push,9,96,4773.25,7.5
32123,187,2026-07-10,Pull,6,58,3242.0,8.0
32124,187,2026-07-14,Legs,8,46,3047.5,7.81
32125,187,2026-07-15,Push,7,74,3811.25,7.07
32127,187,2026-07-17,Legs,10,42,2982.5,8.15
32128,187,2026-07-21,Push,9,79,4192.5,7.67
32129,187,2026-07-22,Pull,6,65,3690.75,7.83
32130,187,2026-07-24,Legs,9,73,4375.25,7.89
32131,187,2026-07-28,Push,10,85,4426.0,7.75
32132,187,2026-07-29,Pull,11,140,7265.5,7.23
32133,187,2026-07-31,Legs,15,96,5941.5,7.83
32134,187,2026-08-05,Push,17,131,6785.0,7.82
32135,187,2026-08-06,Pull,7,80,4304.25,7.0
32136,187,2026-08-07,Legs,7,51,3020.5,7.93
32137,187,2026-08-11,Push,8,98,4236.25,7.38
32138,187,2026-08-13,Pull,8,93,5352.0,7.62
32139,187,2026-08-17,Legs,9,86,5492.5,7.78
32140,187,2026-08-19,Push,10,81,3927.0,7.65
32141,187,2026-08-21,Pull,5,49,2782.0,7.5
32142,187,2026-08-25,Legs,10,58,3932.0,7.75
32143,187,2026-08-26,Push,8,55,2856.25,7.81
32144,187,2026-08-27,Pull,5,48,2426.5,7.7
32145,187,2026-08-31,Legs,13,105,6846.0,7.54
32147,187,2026-09-04,Pull,8,66,3867.5,7.86
32148,187,2026-09-08,Legs,7,42,2914.0,7.75
32149,187,2026-09-09,Push,8,63,3534.25,7.88
32150,187,2026-09-10,Pull,6,59,3606.0,7.6
32151,187,2026-09-11,Legs,7,49,3499.0,7.42
32152,187,2026-09-15,Push,6,50,2272.0,7.33
32153,187,2026-09-16,Pull,6,46,2570.0,7.9
32154,187,2026-09-17,Legs,10,66,4857.5,8.06
32155,187,2026-09-18,Push,8,91,4750.25,7.44
32156,187,2026-09-22,Pull,9,101,5731.75,7.44
32157,187,2026-09-23,Legs,15,101,6838.5,7.8
32158,187,2026-09-24,Push,15,172,8416.25,7.14
32159,187,2026-09-29,Pull,13,107,6149.0,7.62
32160,187,2026-10-02,Legs,11,78,5206.5,7.77
32161,188,2026-01-26,Legs,15,104,5533.75,8.27
32162,188,2026-01-28,Push,11,88,4532.25,8.0
32163,188,2026-02-01,Pull,9,97,3976.5,7.83
32164,188,2026-02-04,Legs,14,92,4986.0,8.21
32167,188,2026-02-16,Legs,14,94,4607.75,8.25
32168,188,2026-02-18,Push,12,121,5650.5,7.79
32169,188,2026-02-22,Pull,10,110,4678.5,8.05
32170,188,2026-02-25,Legs,10,84,4148.0,8.0
32171,188,2026-03-02,Push,9,97,4444.75,7.62
32172,188,2026-03-05,Pull,6,50,2072.25,8.17
32173,188,2026-03-10,Legs,16,114,5631.5,8.12
32174,188,2026-03-11,Push,15,145,6287.0,8.2
32175,189,2026-06-20,Pull,8,59,3595.5,8.94
32176,189,2026-06-21,Legs,13,90,3720.25,8.81
32177,189,2026-06-24,Push,11,124,6094.5,8.55
32178,189,2026-06-25,Pull,7,85,4164.5,8.29
32179,189,2026-06-27,Legs,5,45,1981.0,8.3
32180,189,2026-06-28,Push,10,101,5167.5,8.3
32181,189,2026-07-01,Pull,5,55,2791.25,8.5
32182,189,2026-07-02,Legs,8,89,3755.75,8.5
32183,189,2026-07-03,Push,8,76,3871.25,8.62
32184,189,2026-07-04,Pull,6,61,3414.75,8.42
32185,189,2026-07-08,Legs,12,76,3537.5,9.04
32187,189,2026-07-11,Pull,8,84,4381.5,8.64
32188,189,2026-07-12,Legs,7,71,2748.75,8.57
32189,189,2026-07-15,Push,9,93,4522.25,8.56
32190,189,2026-07-18,Pull,8,80,4259.5,8.69
32192,189,2026-07-22,Push,8,82,4053.75,8.62
32193,189,2026-07-23,Pull,4,42,2171.25,8.5
32195,189,2026-07-25,Push,17,165,8324.75,8.5
32196,189,2026-07-26,Pull,7,63,3563.0,8.5
32197,189,2026-07-29,Legs,5,37,1607.75,8.7
32198,189,2026-07-30,Push,8,72,3531.25,8.69
32199,189,2026-07-31,Pull,4,35,1848.25,9.0
32200,189,2026-08-01,Legs,7,64,2508.25,8.79
32201,189,2026-08-02,Push,9,71,3783.75,9.12
32202,189,2026-08-04,Pull,4,44,2389.75,8.75
32203,189,2026-08-06,Legs,5,47,1762.75,8.7
32204,189,2026-08-07,Push,9,86,4321.5,8.56
32205,189,2026-08-10,Pull,5,59,2973.0,8.3
32206,189,2026-08-12,Legs,7,56,2169.0,8.79
32207,189,2026-08-13,Push,9,65,3532.25,8.88
32209,189,2026-08-16,Legs,6,61,2226.75,8.8
32210,189,2026-08-19,Push,9,92,4189.5,8.67
32211,189,2026-08-20,Pull,6,66,3398.0,8.58
32212,189,2026-08-21,Legs,6,44,1824.75,9.08
32213,189,2026-08-23,Push,8,66,3307.0,8.93
32214,189,2026-08-26,Pull,5,61,3251.5,8.38
32215,189,2026-08-27,Legs,6,60,1906.25,8.5
32216,189,2026-08-28,Push,9,105,5280.25,8.5
32217,189,2026-08-29,Pull,6,59,3225.75,8.5
32218,189,2026-09-01,Legs,7,74,2478.5,8.57
32219,189,2026-09-03,Push,16,150,7563.25,8.66
32220,189,2026-09-04,Pull,6,59,2960.5,8.83
32221,189,2026-09-05,Legs,9,68,2785.25,8.39
32222,189,2026-09-06,Push,9,53,2675.5,8.81
32223,189,2026-09-09,Pull,5,61,3006.75,8.2
32224,189,2026-09-10,Legs,7,51,2069.75,8.64
32225,189,2026-09-12,Push,9,87,4283.75,8.56
32226,189,2026-09-14,Pull,6,64,3327.75,8.83
32227,189,2026-09-16,Legs,4,26,1152.75,9.0
32228,189,2026-09-18,Push,9,86,3708.75,8.75
32230,189,2026-09-20,Legs,9,73,3196.5,8.56
32231,189,2026-09-24,Push,7,71,3618.25,8.64
32232,189,2026-09-25,Pull,5,55,2856.75,8.1
32233,189,2026-09-26,Legs,8,56,2681.5,8.75
32234,189,2026-09-30,Push,14,159,7513.5,8.46
32235,189,2026-10-01,Pull,8,98,5009.25,8.31
32236,189,2026-10-02,Legs,9,58,2570.5,8.89
32237,189,2026-10-03,Push,12,140,5764.5,8.25
32238,189,2026-10-05,Pull,6,66,3486.0,8.42
32240,189,2026-10-08,Push,11,114,5586.25,8.68
32241,189,2026-10-09,Pull,4,41,2164.75,8.62
32242,189,2026-10-10,Legs,8,66,3167.5,8.71
32243,189,2026-10-11,Push,8,87,4235.5,8.5
32244,189,2026-10-14,Pull,5,54,2939.75,8.5
32245,189,2026-10-15,Legs,8,67,2499.25,8.62
32246,189,2026-10-16,Push,8,92,4679.0,8.56
32247,189,2026-10-18,Pull,3,33,1768.5,8.83
32249,189,2026-10-24,Push,8,84,4120.0,8.56
32250,189,2026-10-28,Pull,9,102,4878.25,8.39
32251,189,2026-10-29,Legs,13,122,4507.0,8.55
32252,189,2026-10-30,Push,9,79,4112.75,8.56
32253,189,2026-10-31,Pull,11,123,6607.75,8.5
32254,189,2026-11-01,Legs,10,85,3844.5,8.7
32255,189,2026-11-04,Push,16,139,7212.75,8.78
32256,189,2026-11-06,Pull,8,92,4850.5,8.19
32257,189,2026-11-07,Legs,12,103,4450.5,8.82
32258,189,2026-11-08,Push,14,134,6984.25,8.93
32259,189,2026-11-11,Pull,10,82,4121.75,8.88
32260,189,2026-11-12,Legs,6,64,2454.25,8.42
32261,189,2026-11-13,Push,6,44,2370.0,8.58
32263,189,2026-11-15,Legs,9,68,2741.0,8.78
32264,189,2026-11-18,Push,8,74,3861.75,8.57
32265,189,2026-11-19,Pull,4,31,1875.75,8.88
32266,189,2026-11-21,Legs,11,78,3327.75,8.75
32267,189,2026-11-22,Push,16,171,8504.75,8.66
32268,189,2026-11-24,Pull,6,55,2916.75,8.6
32269,189,2026-11-25,Legs,6,65,2654.75,8.33
32270,189,2026-11-27,Push,7,67,3387.5,8.43
32271,189,2026-11-28,Pull,6,48,2746.0,8.67
32272,189,2026-11-29,Legs,6,63,2417.25,8.5
32273,189,2026-12-02,Push,11,101,5610.25,8.65
32274,189,2026-12-04,Pull,8,77,4191.5,8.5
32275,189,2026-12-05,Legs,11,119,4451.0,8.32
32276,189,2026-12-06,Push,14,152,7277.0,8.36
32277,189,2026-12-09,Pull,6,69,3691.5,8.58
32278,189,2026-12-10,Legs,9,69,3323.5,8.83
32279,189,2026-12-11,Push,7,65,3564.25,8.57
32280,189,2026-12-12,Pull,4,43,2295.5,8.75
32281,189,2026-12-13,Legs,7,63,3073.75,8.79
32282,189,2026-12-15,Push,8,80,3292.25,8.21
32283,189,2026-12-16,Pull,6,81,4187.0,8.17
32284,189,2026-12-18,Legs,7,57,2593.75,8.57
32285,189,2026-12-19,Push,6,66,3541.5,8.25
32286,189,2026-12-21,Pull,7,72,3911.5,8.5
32287,189,2026-12-23,Legs,5,36,1736.5,9.0
32288,189,2026-12-24,Push,9,94,5043.25,8.44
32289,189,2026-12-25,Pull,5,57,2890.5,8.5
32290,189,2026-12-26,Legs,7,63,2496.0,8.86
32291,189,2026-12-27,Push,11,122,5700.0,8.45
32292,189,2026-12-30,Pull,9,103,5593.25,8.44
32293,189,2027-01-01,Legs,15,121,5294.75,8.97
32294,189,2027-01-02,Push,9,86,4333.5,8.56
32295,189,2027-01-03,Pull,5,56,3071.5,8.3
32296,189,2027-01-07,Legs,6,47,2233.75,8.67
32297,189,2027-01-08,Push,6,62,3237.75,8.5
32298,189,2027-01-09,Pull,5,49,2792.75,9.1
32299,189,2027-01-10,Legs,10,49,2445.0,8.95
32300,189,2027-01-12,Push,6,67,3162.25,8.58
32301,189,2027-01-14,Pull,8,91,4839.5,8.56
32303,189,2027-01-18,Push,15,140,7351.5,8.67
32304,189,2027-01-20,Pull,12,151,7765.0,8.5
32305,189,2027-01-21,Legs,7,50,2488.25,9.21
32306,189,2027-01-23,Push,7,69,3806.25,8.57
32307,189,2027-01-27,Pull,5,45,2553.5,8.7
32309,189,2027-01-30,Push,6,60,3234.0,8.83
32310,189,2027-02-01,Pull,7,58,3729.0,8.93
32311,189,2027-02-03,Legs,6,45,2088.75,8.9
32312,189,2027-02-04,Push,12,108,5237.25,8.54
32313,189,2027-02-06,Pull,5,59,2608.25,8.1
32314,189,2027-02-07,Legs,5,45,1823.5,8.6
32315,189,2027-02-10,Push,9,90,4697.25,8.62
32316,189,2027-02-12,Pull,8,81,4478.75,8.75
32317,189,2027-02-13,Legs,11,59,2967.0,9.05
32318,189,2027-02-14,Push,12,117,5999.5,8.91
32319,189,2027-02-18,Pull,11,100,5752.5,8.68
32320,189,2027-02-19,Legs,11,91,3886.75,8.55
32322,189,2027-02-24,Pull,7,73,4113.75,8.36
32323,189,2027-02-25,Legs,7,47,2331.25,9.36
32324,189,2027-02-27,Push,7,70,3817.0,8.93
32325,189,2027-02-28,Pull,5,64,3369.25,8.4
32326,189,2027-03-03,Legs,9,90,4597.75,8.83
32327,189,2027-03-05,Push,10,106,5861.0,8.5
32328,189,2027-03-07,Pull,4,48,2651.0,8.5
32329,189,2027-03-11,Legs,8,59,3074.5,8.88
32330,189,2027-03-13,Push,7,77,4170.0,8.17
32331,189,2027-03-15,Pull,12,125,7199.75,8.25
32332,189,2027-03-17,Legs,14,117,5436.25,8.5
32333,189,2027-03-18,Push,15,117,6457.5,8.87
32334,189,2027-03-19,Pull,7,74,4028.5,8.71
32335,189,2027-03-20,Legs,12,117,4831.75,8.68
32337,189,2027-03-24,Pull,9,88,4881.0,8.56
32340,189,2027-03-28,Pull,12,149,8004.75,8.25
32341,189,2027-03-31,Legs,15,118,4880.75,8.83
32342,189,2027-04-01,Push,15,166,8517.5,8.6
32343,189,2027-04-02,Pull,10,105,6055.5,8.5
32344,189,2027-04-03,Legs,12,126,5170.5,8.58
32345,189,2027-04-04,Push,16,175,8890.0,8.4
32347,189,2027-04-08,Legs,14,106,4972.0,8.86
32348,189,2027-04-09,Push,7,64,3476.25,8.79
32349,189,2027-04-11,Pull,8,92,5387.5,8.69
32350,189,2027-04-14,Legs,4,28,1228.0,9.5
32351,189,2027-04-15,Push,10,104,4976.25,8.75
32352,189,2027-04-17,Pull,6,62,3624.25,8.92
32353,189,2027-04-18,Legs,7,62,2811.0,9.0
32354,189,2027-04-21,Push,12,124,6292.5,8.64
32355,189,2027-04-22,Pull,10,92,5356.0,9.1
32356,189,2027-04-24,Legs,11,103,4477.75,8.7
32357,189,2027-04-25,Push,10,86,4656.25,9.15
32358,189,2027-04-29,Pull,8,85,4910.5,8.43
32360,189,2027-05-02,Push,13,131,7359.0,8.77
32361,189,2027-05-06,Pull,13,152,8027.5,8.46
32364,189,2027-05-12,Pull,10,94,5334.5,8.75
32365,189,2027-05-13,Legs,5,39,1997.0,8.7
32366,189,2027-05-14,Push,9,77,4534.75,8.79
32367,189,2027-05-16,Pull,5,46,2888.5,8.5
32368,189,2027-05-18,Legs,8,69,3463.5,8.56
32369,189,2027-05-20,Push,12,126,7056.5,8.5
32370,189,2027-05-21,Pull,7,76,4854.25,8.86
32371,189,2027-05-22,Legs,7,57,3039.5,8.64
32372,189,2027-05-24,Push,8,79,4750.25,8.5
32373,189,2027-05-26,Pull,6,62,3911.25,8.42
32374,189,2027-05-27,Legs,13,92,4998.5,8.96
